0	-1	0	0.06325047512414306	1	0
1	0	1	0.026123245476406324	0.45372320378632347	0
2	0	2	0.006904029226461094	0.5462767962136765	0
3	2	3	0.020360680986970026	0.2742952796427547	0
4	2	4	0.01960907425134142	0.27198151657092184	0
5	1	5	0.05764471240001055	0.10646718929146712	0
6	1	6	0.03836294503584859	0.3472560144948563	0
7	6	7	0.011403435818810785	0.09961623766032618	1
8	6	8	0.007939765486316957	0.24763977683453017	0
9	4	9	0.03700255658850833	0.12406084071578716	0
10	4	10	0.004443044112908895	0.1479206758551347	0
11	9	11	0.00035197372301726905	0.10166191906483935	0
12	9	12	0.004123878853294578	0.02239892165094781	0
13	11	13	0.17488043732604883	0.010228259417717767	1
14	11	14	0.027373408047015102	0.09143365964712158	0
15	12	15	0.0583281739031106	0.012509847107849636	1
16	12	16	0.0120232488056225	0.009889074543098175	1
17	3	17	0.0023043714262389126	0.21562132961480218	0
18	3	18	0.003596997159881151	0.058673950027952504	1
19	8	19	0.06285984234201865	0.23372842825778126	1
20	8	20	0.051510432910679665	0.013911348576748916	1
21	5	21	0.0319877303870499	0.05288165160040761	0
22	5	22	0.006785235723207724	0.05358553769105951	1
23	17	23	0.10531420115964009	0.12526593138015685	1
24	17	24	0.023550060895918958	0.09035539823464533	1
25	10	25	0.044433601396979217	0.05308629819789845	1
26	10	26	0.02859657400130766	0.09483437765723624	1
27	21	27	0.0034539824145227295	0.035157649862819475	1
28	21	28	0.018587465279206423	0.017724001737588133	1
29	14	29	0.01797678208805108	0.04692358546359132	1
30	14	30	0.028917637649463295	0.04451007418353026	1
