18	0;1;2;3;4;5
20	6;7;8;9;10;11;12;13;14
23	15;16;17
25	18;19;20;21;22;23;24
31	25
35	26;27;28;29;30
37	31;32;33;34;35;36
42	37;38;39;40;41;42;43;44;45;46;47;48;49
43	50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71
44	72
46	73;74;75;76;77;78;79
47	80;81;82;83;84;85;86;87;88;89;90
48	91;92;93;94;95;96;97;98
50	99
0	100
1	101
2	102
4	103
3	104
9	105
12	106
6	107
14	108
8	109
10	110
17	111
13	112
26	113
11	114
29	115
32	116
21	117
22	118
34	119
27	120
41	121
39	122
33	123
30	124
5	125
40	126
24	127
49	128
28	129
15	130
7	131
16	132
19	133
36	134
38	135
45	136
51	137
52	138
53	139
54	140
55	141
56	142
57	143
58	144
59	145
60	146
61	147
62	148
