17	0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
24	16;17
25	18;19;20;21;22;23;24;25
26	26;27;28;29;30
30	31;32
35	33;34;35
36	36;37;38;39;40;41;42;43;44;45;46;47;48
38	49;50
44	51;52;53;54;55;56;57;58
45	59;60;61;62;63;64;65;66;67;68;69
50	70;71;72;73;74;75;76
51	77;78;79;80;81;82;83;84;85
53	86
54	87;88;89;90;91;92;93;94
56	95;96;97;98;99
0	100
1	101
4	102
3	103
6	104
7	105
11	106
14	107
12	108
9	109
13	110
22	111
18	112
23	113
15	114
20	115
5	116
32	117
31	118
29	119
2	120
10	121
21	122
37	123
43	124
33	125
46	126
42	127
8	128
49	129
40	130
16	131
19	132
27	133
28	134
34	135
39	136
41	137
47	138
48	139
52	140
55	141
57	142
58	143
59	144
60	145
61	146
62	147
