0	-1	0	0.016454964536766856	1	0
1	0	1	0.022989341878840473	0.5532894301789489	0
2	0	2	0.07303149349783249	0.44671056982105106	0
3	1	3	0.20920597548574071	0.4646141774332485	0
4	1	4	0.005667287413209595	0.08867525274570043	0
5	2	5	0.032101052844808034	0.32907854501129674	0
6	2	6	0.040388230219484365	0.11763202480975432	1
7	4	7	0.09276481280344984	0.03296447004925063	1
8	4	8	0.20222395141916258	0.0557107826964498	1
9	3	9	0.01823021527701613	0.3483495868226148	0
10	3	10	0.08269796677069458	0.11626459061063371	1
11	5	11	0.035661907456105695	0.20304590761398644	1
12	5	12	0.08948049880334603	0.1260326373973103	1
13	9	13	0.04464877262649651	0.09168502759659224	1
14	9	14	0.03445352896704615	0.25666455922602255	1
