9	0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
10	15;16;17
16	18;19;20;21;22;23;24;25;26
18	27;28;29;30;31;32;33;34
19	35;36;37;38;39;40
24	41;42;43;44;45;46;47;48;49;50;51;52;53;54
25	55;56;57;58;59;60;61;62
37	63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89
38	90;91;92
39	93;94;95;96;97;98;99
0	100
1	101
4	102
3	103
7	104
5	105
12	106
2	107
8	108
17	109
6	110
20	111
23	112
21	113
22	114
14	115
32	116
33	117
28	118
31	119
40	120
30	121
11	122
34	123
44	124
47	125
29	126
42	127
52	128
15	129
43	130
13	131
26	132
27	133
35	134
36	135
41	136
45	137
46	138
48	139
49	140
50	141
51	142
53	143
54	144
55	145
56	146
57	147
58	148
59	149
60	150
61	151
62	152
