0	-1	0	0.0011941408031612799	1	0
1	0	1	0.007664202325284545	0.8255495127971397	0
2	0	2	0.04082089387722503	0.17445048720286027	0
3	1	3	0.010782513650584328	0.45992164773425376	0
4	1	4	0.14307122264997568	0.36562786506288597	0
5	3	5	0.00877346349578148	0.07442972222811439	0
6	3	6	0.014336085665702283	0.38549192550613937	0
7	4	7	0.02034666827844533	0.2826242967030727	0
8	4	8	0.009486689691462394	0.08300356835981326	1
9	5	9	0.09614573605418072	0.04511397588732272	0
10	5	10	0.025951771635525384	0.02931574634079167	1
11	6	11	0.08211039683820556	0.24683838792841423	1
12	6	12	0.04171787796656371	0.13865353757772514	0
13	2	13	0.018481978133144065	0.0758966682458393	0
14	2	14	0.030875410877294517	0.09855381895702098	0
15	7	15	0.013791981275795924	0.0853170317811009	0
16	7	16	0.03859494721868837	0.19730726492197181	0
17	9	17	0.03708644559895283	0.027036789263745278	1
18	9	18	0.0012698968892990961	0.018077186623577445	1
19	15	19	0.07073960002863373	0.04837103367176282	1
20	15	20	0.0948935833224341	0.036945998109338074	1
21	14	21	0.008145954488682345	0.07985551302953453	1
22	14	22	0.0009087510963266954	0.018698305927486447	1
23	16	23	0.01316488608442478	0.10918773433054718	1
24	16	24	0.011086745025447941	0.08811953059142463	0
25	12	25	0.018408286204484883	0.08253725307980103	1
26	12	26	0.00502907269015745	0.05611628449792411	1
27	13	27	0.01737215234640385	0.01796784586417044	1
28	13	28	0.003169311845069338	0.057928822381668854	1
29	24	29	0.11209418417992725	0.07564461124005839	1
30	24	30	0.00248514976273512	0.012474919351366243	1
