0	-1	0	0.08443267301430954	1	0
1	0	1	0.04484897488271674	0.8911968431002776	0
2	0	2	0.0025458045640487114	0.10880315689972242	1
3	1	3	0.02710315050774593	0.07668922566897819	0
4	1	4	0.03914853653013055	0.8145076174312994	0
5	4	5	0.04708196959295922	0.49112473841924775	0
6	4	6	0.044849639334458694	0.32338287901205165	0
7	5	7	0.02597202013402185	0.19746800319423624	0
8	5	8	0.003435257640298809	0.2936567352250115	0
9	7	9	0.02250725688795192	0.0985283847596035	1
10	7	10	0.019221716173801646	0.09893961843463273	1
11	8	11	0.09921385735984006	0.18550379415131552	0
12	8	12	0.007425657417125339	0.108152941073696	0
13	3	13	0.01642224941893753	0.03545915149277728	0
14	3	14	0.001069741069756592	0.041230074176200913	1
15	6	15	0.01082295873744448	0.23251508962999412	0
16	6	16	0.022134339192194066	0.09086778938205753	0
17	15	17	0.0116140308769171	0.030921938593851617	1
18	15	18	0.02168965038924	0.2015931510361425	1
19	11	19	0.006637894438961813	0.16911599135839178	1
20	11	20	0.025248599797210735	0.016387802792923734	1
21	16	21	0.0025949677170334635	0.08848549032039243	0
22	16	22	0.012745068136271537	0.002382299061665094	1
23	12	23	0.0794529397624227	0.0338002089657341	1
24	12	24	0.007676350554888045	0.0743527321079619	1
25	13	25	0.040402751615669835	0.029710717805952885	0
26	13	26	0.024907467705403773	0.005748433686824393	1
27	25	27	0.06071768582707194	0.01634172323171223	1
28	25	28	0.06812632388241997	0.013368994574240654	1
29	21	29	0.11396181172361003	0.04614663925228091	1
30	21	30	0.005988655115137454	0.04233885106811153	1
