0	-1	0	0.0008967874033629454	1	0
1	0	1	0.0415466729045766	0.7016632584711707	0
2	0	2	0.011708291062054893	0.2983367415288293	0
3	1	3	0.018889232235024686	0.4640778820507825	0
4	1	4	0.04456087302654281	0.23758537642038824	0
5	3	5	0.002221588281324434	0.2006073516978446	0
6	3	6	0.012359559823200595	0.2634705303529379	0
7	4	7	0.036842213766569896	0.07521290647610568	0
8	4	8	0.025093416960184273	0.16237246994428256	0
9	2	9	0.0030962864008059823	0.1361069404008548	1
10	2	10	0.04596160765796697	0.16222980112797447	0
11	6	11	0.12235495616412144	0.09829997634017534	0
12	6	12	0.0601488877517325	0.16517055401276254	0
13	5	13	0.008625619176115836	0.05321446255338834	1
14	5	14	0.009827928159458288	0.14739288914445625	0
15	11	15	0.0020575970667558205	0.05236345413942817	1
16	11	16	0.01963339229931101	0.045936522200747176	0
17	8	17	0.05676552974429583	0.05413405834253904	1
18	8	18	0.07066978484025958	0.10823841160174352	1
19	16	19	0.08661084137475566	0.015366487668714568	1
20	16	20	0.03135895193521998	0.03057003453203261	1
21	12	21	0.011549176651366296	0.012477022640738744	1
22	12	22	0.004218209977730172	0.1526935313720238	1
23	7	23	0.04645866874221228	0.06970628390814959	1
24	7	24	0.010087204737866524	0.005506622567956088	1
25	14	25	0.10104801242235668	0.015351047101107393	1
26	14	26	0.00012786179458762923	0.13204184204334887	1
27	10	27	0.04823098323952061	0.04992959630680627	1
28	10	28	0.0022252008439075563	0.1123002048211682	0
29	28	29	0.0618763804816121	0.007402554988114041	1
30	28	30	0.0029482830752001516	0.10489764983305416	1
