0	0;1
1	NA
2	NA
3	2;3
4	4;5;6;7
5	8;9;10;11
6	12
7	13;14;15;16
8	17;18
9	19;20
10	21
11	22;23
12	24;25;26
13	NA
14	27;28
15	29
16	NA
17	30
18	NA
19	31;32;33;34;35;36;37;38;39
20	40;41;42
21	43
22	44
23	45;46
24	47
25	48
26	NA
27	NA
28	49
29	50
30	NA
31	51;52
32	53
33	NA
34	54
35	55;56;57;58
36	NA
37	NA
38	NA
39	NA
40	59
41	60
42	NA
43	61
44	NA
45	62
46	63;64
47	65;66;67;68;69
48	NA
49	70;71
50	72;73;74;75;76
51	77
52	78;79
53	80;81
54	NA
55	82;83;84;85
56	86;87
57	88;89
58	90
59	91;92;93
60	94
61	95;96;97
62	98;99
