15	0;1;2;3;4
21	5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
25	24;25;26;27;28;29;30;31;32;33;34
32	35
37	36;37
43	38;39;40;41;42;43;44;45;46;47;48
44	49
45	50;51;52;53;54;55
47	56;57;58;59;60;61;62;63
48	64;65;66;67;68;69;70;71;72;73
49	74;75
50	76;77;78;79;80;81;82;83;84;85;86;87;88
52	89;90;91;92;93;94;95;96;97;98;99
0	100
2	101
1	102
6	103
5	104
8	105
9	106
11	107
4	108
10	109
18	110
17	111
12	112
26	113
23	114
13	115
31	116
33	117
20	118
34	119
7	120
16	121
42	122
28	123
38	124
41	125
3	126
27	127
30	128
46	129
14	130
19	131
22	132
24	133
29	134
35	135
36	136
39	137
40	138
51	139
53	140
54	141
55	142
56	143
57	144
58	145
59	146
60	147
61	148
62	149
